healthcare-spectral-ordering-pearson-bfp,square-filter,88.06,93.26,90.85,93.38,90.85,deleted-band,94.82,80.15,52.56,20.73,diletation-erosion,86.58,88.06,92.94,erosion-diletation,91.24,89.6,93.24,diletation-erosion-erosion-diletation,79.53,84.08,91.16,erosion-diletation-diletation-erosion,82.3,84.08,89.72
healthcare-barycenter-bfp,square-filter,94.21,95.87,95.56,96.18,95.56,deleted-band,95.56,85.67,66.76,32.71,diletation-erosion,92.18,92.17,93.04,erosion-diletation,90.83,91.4,94.7,diletation-erosion-erosion-diletation,80.8,88.08,89.57,erosion-diletation-diletation-erosion,84.91,88.08,88.87
healthcare-alternating,square-filter,89.88,94.98,93.54,94.3,93.54,deleted-band,96.5,82.57,58.48,25.03,diletation-erosion,92.53,91.53,94.48,erosion-diletation,89.06,90.04,93.79,diletation-erosion-erosion-diletation,83.1,87.74,91.13,erosion-diletation-diletation-erosion,85.16,87.21,89.52
healthcare-barycenter,square-filter,93.56,95.64,94.73,95.58,94.73,deleted-band,95.56,85.87,67.97,31.9,diletation-erosion,94.7,90.83,90.26,erosion-diletation,91.76,91.57,92.18,diletation-erosion-erosion-diletation,89.48,87.97,81.99,erosion-diletation-diletation-erosion,89.09,87.94,85.1
healthcare-barycenter-bfp-alternating,square-filter,94.15,96.9,96.49,97.18,96.49,deleted-band,95.56,85.6,67.9,31.63,diletation-erosion,95.7,90.9,90.83,erosion-diletation,92.64,91.69,92.64,diletation-erosion-erosion-diletation,90.12,88.08,81.82,erosion-diletation-diletation-erosion,89.78,88.08,85.3
mushroom-spectral-ordering-pearson-bfp,square-filter,36.49,53.17,13.59,13.56,13.59,deleted-band,91.42,76.18,52.47,19.85,diletation-erosion,57.85,63.7,31.57,erosion-diletation,71.27,63.58,71.9,diletation-erosion-erosion-diletation,54.24,60.92,39.24,erosion-diletation-diletation-erosion,55.29,58.75,28.75
mushroom-barycenter-bfp,square-filter,49.68,70.2,52.27,51.29,52.27,deleted-band,98.83,93.4,71.0,30.29,diletation-erosion,84.68,81.93,72.02,erosion-diletation,76.77,82.12,46.53,diletation-erosion-erosion-diletation,73.66,77.04,58.54,erosion-diletation-diletation-erosion,74.74,76.42,43.15
mushroom-alternating,square-filter,49.72,72.66,49.99,52.78,49.99,deleted-band,94.99,80.62,55.49,21.53,diletation-erosion,87.32,84.61,72.18,erosion-diletation,79.29,85.77,45.76,diletation-erosion-erosion-diletation,76.67,80.98,56.41,erosion-diletation-diletation-erosion,77.28,80.84,42.22
mushroom-barycenter,square-filter,48.24,59.14,48.11,38.64,48.11,deleted-band,99.54,95.23,74.23,33.26,diletation-erosion,46.18,64.15,58.26,erosion-diletation,70.84,64.13,71.6,diletation-erosion-erosion-diletation,57.88,60.35,53.68,erosion-diletation-diletation-erosion,42.72,58.38,55.27
mushroom-barycenter-bfp-alternating,square-filter,51.0,75.67,55.81,55.94,55.81,deleted-band,90.5,75.09,47.81,17.21,diletation-erosion,49.06,85.38,80.07,erosion-diletation,77.43,85.19,87.54,diletation-erosion-erosion-diletation,58.48,80.15,77.3,erosion-diletation-diletation-erosion,45.33,79.75,78.1
